Symbol,name,Name,Sector,industry,Summary Quote
GTYHU,"gty technology holdings, inc.","GTY Technology Holdings, Inc.",n/a,n/a,http://www.nasdaq.com/symbol/gtyhu
GTYHW,"gty technology holdings, inc.","GTY Technology Holdings, Inc.",Finance,Business Services,http://www.nasdaq.com/symbol/gtyhw
GBNK,guaranty bancorp,Guaranty Bancorp,Finance,Major Banks,http://www.nasdaq.com/symbol/gbnk
GFED,"guaranty federal bancshares, inc.","Guaranty Federal Bancshares, Inc.",Finance,Major Banks,http://www.nasdaq.com/symbol/gfed
GUID,"guidance software, inc.","Guidance Software, Inc.",Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/guid
GIFI,"gulf island fabrication, inc.","Gulf Island Fabrication, Inc.",Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/gifi
GURE,"gulf resources, inc.","Gulf Resources, Inc.",Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/gure
GPOR,gulfport energy corporation,Gulfport Energy Corporation,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/gpor
GWPH,gw pharmaceuticals plc,GW Pharmaceuticals Plc,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gwph
GWGH,"gwg holdings, inc","GWG Holdings, Inc",Finance,Life Insurance,http://www.nasdaq.com/symbol/gwgh
GYRO,"gyrodyne , llc","Gyrodyne , LLC",Consumer Services,Building operators,http://www.nasdaq.com/symbol/gyro
HEES,"h&e equipment services, inc.","H&E Equipment Services, Inc.",n/a,n/a,http://www.nasdaq.com/symbol/hees
HLG,hailiang education group inc.,Hailiang Education Group Inc.,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/hlg
HNRG,hallador energy company,Hallador Energy Company,Energy,Coal Mining,http://www.nasdaq.com/symbol/hnrg
HALL,"hallmark financial services, inc.","Hallmark Financial Services, Inc.",Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/hall
HALO,"halozyme therapeutics, inc.","Halozyme Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/halo
HBK,"hamilton bancorp, inc.","Hamilton Bancorp, Inc.",Finance,Savings Institutions,http://www.nasdaq.com/symbol/hbk
HLNE,hamilton lane incorporated,Hamilton Lane Incorporated,n/a,n/a,http://www.nasdaq.com/symbol/hlne
HBHC,hancock holding company,Hancock Holding Company,Finance,Major Banks,http://www.nasdaq.com/symbol/hbhc
HBHCL,hancock holding company,Hancock Holding Company,Finance,Major Banks,http://www.nasdaq.com/symbol/hbhcl
HNH,handy & harman ltd.,Handy & Harman Ltd.,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/hnh
HAFC,hanmi financial corporation,Hanmi Financial Corporation,Finance,Major Banks,http://www.nasdaq.com/symbol/hafc
HQCL,"hanwha q cells co., ltd. ","Hanwha Q CELLS Co., Ltd. ",Technology,Semiconductors,http://www.nasdaq.com/symbol/hqcl
HONE,"harborone bancorp, inc.","HarborOne Bancorp, Inc.",Finance,Major Banks,http://www.nasdaq.com/symbol/hone
HDNG,hardinge inc.,Hardinge Inc.,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/hdng
HLIT,harmonic inc.,Harmonic Inc.,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/hlit
HRMN,harmony merger corp.,Harmony Merger Corp.,Finance,Business Services,http://www.nasdaq.com/symbol/hrmn
HRMNU,harmony merger corp.,Harmony Merger Corp.,Finance,Business Services,http://www.nasdaq.com/symbol/hrmnu
HRMNW,harmony merger corp.,Harmony Merger Corp.,Finance,Business Services,http://www.nasdaq.com/symbol/hrmnw
TINY,"harris & harris group, inc.","Harris & Harris Group, Inc.",Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/tiny
HBIO,"harvard bioscience, inc.","Harvard Bioscience, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/hbio
HCAP,harvest capital credit corporation,Harvest Capital Credit Corporation,n/a,n/a,http://www.nasdaq.com/symbol/hcap
HCAPL,harvest capital credit corporation,Harvest Capital Credit Corporation,n/a,n/a,http://www.nasdaq.com/symbol/hcapl
HAS,"hasbro, inc.","Hasbro, Inc.",Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/has
HA,"hawaiian holdings, inc.","Hawaiian Holdings, Inc.",Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/ha
HCOM,"hawaiian telcom holdco, inc.","Hawaiian Telcom Holdco, Inc.",Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/hcom
HWKN,"hawkins, inc.","Hawkins, Inc.",Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/hwkn
HWBK,"hawthorn bancshares, inc.","Hawthorn Bancshares, Inc.",Finance,Major Banks,http://www.nasdaq.com/symbol/hwbk
HAYN,"haynes international, inc.","Haynes International, Inc.",Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/hayn
HDS,"hd supply holdings, inc.","HD Supply Holdings, Inc.",Consumer Services,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/hds
HIIQ,"health insurance innovations, inc.","Health Insurance Innovations, Inc.",Finance,Specialty Insurers,http://www.nasdaq.com/symbol/hiiq
HCSG,"healthcare services group, inc.","Healthcare Services Group, Inc.",Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/hcsg
HQY,"healthequity, inc.","HealthEquity, Inc.",Miscellaneous,Business Services,http://www.nasdaq.com/symbol/hqy
HSTM,"healthstream, inc.","HealthStream, Inc.",Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/hstm
HTLD,"heartland express, inc.","Heartland Express, Inc.",Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/htld
HTLF,"heartland financial usa, inc.","Heartland Financial USA, Inc.",Finance,Major Banks,http://www.nasdaq.com/symbol/htlf
HTBX,"heat biologics, inc.","Heat Biologics, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/htbx
HEBT,"hebron technology co., ltd.","Hebron Technology Co., Ltd.",Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/hebt
HSII,"heidrick & struggles international, inc.","Heidrick & Struggles International, Inc.",Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/hsii
HELE,helen of troy limited,Helen of Troy Limited,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/hele
HMNY,helios and matheson analytics inc,Helios and Matheson Analytics Inc,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/hmny
HMTV,"hemisphere media group, inc.","Hemisphere Media Group, Inc.",Consumer Services,Television Services,http://www.nasdaq.com/symbol/hmtv
HNNA,"hennessy advisors, inc.","Hennessy Advisors, Inc.",Finance,Investment Managers,http://www.nasdaq.com/symbol/hnna
HSIC,"henry schein, inc.","Henry Schein, Inc.",Health Care,Medical Specialities,http://www.nasdaq.com/symbol/hsic
HTBK,heritage commerce corp,Heritage Commerce Corp,Finance,Major Banks,http://www.nasdaq.com/symbol/htbk
HFWA,heritage financial corporation,Heritage Financial Corporation,Finance,Banks,http://www.nasdaq.com/symbol/hfwa
HEOP,heritage oaks bancorp,Heritage Oaks Bancorp,Finance,Major Banks,http://www.nasdaq.com/symbol/heop
HCCI,"heritage-crystal clean, inc.","Heritage-Crystal Clean, Inc.",Basic Industries,Miscellaneous,http://www.nasdaq.com/symbol/hcci
MLHR,"herman miller, inc.","Herman Miller, Inc.",Consumer Durables,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/mlhr
HRTX,"heron therapeutics, inc.  ","Heron Therapeutics, Inc.  ",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/hrtx
HSKA,heska corporation,Heska Corporation,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/hska
HIBB,"hibbett sports, inc.","Hibbett Sports, Inc.",Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/hibb
SNLN,highland/iboxx senior loan etf,Highland/iBoxx Senior Loan ETF,n/a,n/a,http://www.nasdaq.com/symbol/snln
HPJ,highpower international inc,Highpower International Inc,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/hpj
HIHO,highway holdings limited,Highway Holdings Limited,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/hiho
HIMX,"himax technologies, inc.","Himax Technologies, Inc.",Technology,Semiconductors,http://www.nasdaq.com/symbol/himx
HIFS,hingham institution for savings,Hingham Institution for Savings,n/a,n/a,http://www.nasdaq.com/symbol/hifs
HSGX,histogenics corporation,Histogenics Corporation,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/hsgx
HMNF,"hmn financial, inc.","HMN Financial, Inc.",Finance,Savings Institutions,http://www.nasdaq.com/symbol/hmnf
HMSY,hms holdings corp,HMS Holdings Corp,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/hmsy
HOLI,"hollysys automation technologies, ltd.","Hollysys Automation Technologies, Ltd.",Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/holi
HOLX,"hologic, inc.","Hologic, Inc.",Health Care,Medical Electronics,http://www.nasdaq.com/symbol/holx
HBCP,"home bancorp, inc.","Home Bancorp, Inc.",Finance,Banks,http://www.nasdaq.com/symbol/hbcp
HOMB,"home bancshares, inc.","Home BancShares, Inc.",Finance,Major Banks,http://www.nasdaq.com/symbol/homb
HFBL,"home federal bancorp, inc. of louisiana","Home Federal Bancorp, Inc. of Louisiana",Finance,Savings Institutions,http://www.nasdaq.com/symbol/hfbl
HMST,"homestreet, inc.","HomeStreet, Inc.",Finance,Major Banks,http://www.nasdaq.com/symbol/hmst
HMTA,hometown bankshares corporation,HomeTown Bankshares Corporation,Finance,Major Banks,http://www.nasdaq.com/symbol/hmta
HTBI,"hometrust bancshares, inc.","HomeTrust Bancshares, Inc.",Finance,Savings Institutions,http://www.nasdaq.com/symbol/htbi
HMU,homeunion holdings inc.,HomeUnion Holdings Inc.,n/a,n/a,http://www.nasdaq.com/symbol/hmu
CETC,hongli clean energy technologies corp.,Hongli Clean Energy Technologies Corp.,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/cetc
HOFT,hooker furniture corporation,Hooker Furniture Corporation,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/hoft
HOPE,"hope bancorp, inc.","Hope Bancorp, Inc.",Finance,Major Banks,http://www.nasdaq.com/symbol/hope
HFBC,"hopfed bancorp, inc.","HopFed Bancorp, Inc.",Finance,Major Banks,http://www.nasdaq.com/symbol/hfbc
HBNC,horizon bancorp (in),Horizon Bancorp (IN),Finance,Major Banks,http://www.nasdaq.com/symbol/hbnc
HZNP,horizon pharma plc,Horizon Pharma plc,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/hznp
HRZN,horizon technology finance corporation,Horizon Technology Finance Corporation,n/a,n/a,http://www.nasdaq.com/symbol/hrzn
DAX,horizons dax germany etf,Horizons DAX Germany ETF,n/a,n/a,http://www.nasdaq.com/symbol/dax
QYLD,horizons nasdaq-100 covered call etf,Horizons NASDAQ-100 Covered Call ETF,n/a,n/a,http://www.nasdaq.com/symbol/qyld
HDP,"hortonworks, inc.","Hortonworks, Inc.",Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/hdp
HPT,hospitality properties trust,Hospitality Properties Trust,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/hpt
TWNK,"hostess brands, inc.","Hostess Brands, Inc.",Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/twnk
TWNKW,"hostess brands, inc.","Hostess Brands, Inc.",Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/twnkw
HMHC,houghton mifflin harcourt company,Houghton Mifflin Harcourt Company,Consumer Services,Books,http://www.nasdaq.com/symbol/hmhc
HWCC,houston wire & cable company,Houston Wire & Cable Company,Consumer Non-Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/hwcc
HOVNP,hovnanian enterprises inc,Hovnanian Enterprises Inc,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/hovnp
HBMD,"howard bancorp, inc.","Howard Bancorp, Inc.",Finance,Major Banks,http://www.nasdaq.com/symbol/hbmd
HSNI,"hsn, inc.","HSN, Inc.",Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/hsni
HTGM,"htg molecular diagnostics, inc.","HTG Molecular Diagnostics, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/htgm
HUBG,"hub group, inc.","Hub Group, Inc.",Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/hubg
HSON,"hudson global, inc.","Hudson Global, Inc.",Technology,Professional Services,http://www.nasdaq.com/symbol/hson
HDSN,"hudson technologies, inc.","Hudson Technologies, Inc.",Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/hdsn
HUNT,hunter maritime acquisition corp.,Hunter Maritime Acquisition Corp.,Finance,Business Services,http://www.nasdaq.com/symbol/hunt
HUNTU,hunter maritime acquisition corp.,Hunter Maritime Acquisition Corp.,Finance,Business Services,http://www.nasdaq.com/symbol/huntu
HUNTW,hunter maritime acquisition corp.,Hunter Maritime Acquisition Corp.,Finance,Business Services,http://www.nasdaq.com/symbol/huntw
HBAN,huntington bancshares incorporated,Huntington Bancshares Incorporated,Finance,Major Banks,http://www.nasdaq.com/symbol/hban
HBANN,huntington bancshares incorporated,Huntington Bancshares Incorporated,Finance,Major Banks,http://www.nasdaq.com/symbol/hbann
HBANO,huntington bancshares incorporated,Huntington Bancshares Incorporated,Finance,Major Banks,http://www.nasdaq.com/symbol/hbano
HBANP,huntington bancshares incorporated,Huntington Bancshares Incorporated,Finance,Major Banks,http://www.nasdaq.com/symbol/hbanp
HURC,"hurco companies, inc.","Hurco Companies, Inc.",Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/hurc
HURN,huron consulting group inc.,Huron Consulting Group Inc.,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/hurn
HCM,hutchison china meditech limited,Hutchison China MediTech Limited,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/hcm
HBP,"huttig building products, inc.","Huttig Building Products, Inc.",Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/hbp
HVBC,"hv bancorp, inc.","HV Bancorp, Inc.",Finance,Major Banks,http://www.nasdaq.com/symbol/hvbc
HYGS,hydrogenics corporation,Hydrogenics Corporation,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/hygs
IDSY,"i.d. systems, inc.","I.D. Systems, Inc.",Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/idsy
IAC,iac/interactivecorp,IAC/InterActiveCorp,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/iac
IKGH,iao kun group holding company limited,Iao Kun Group Holding Company Limited,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/ikgh
IBKC,iberiabank corporation,IBERIABANK Corporation,Finance,Major Banks,http://www.nasdaq.com/symbol/ibkc
IBKCO,iberiabank corporation,IBERIABANK Corporation,Finance,Major Banks,http://www.nasdaq.com/symbol/ibkco
IBKCP,iberiabank corporation,IBERIABANK Corporation,Finance,Major Banks,http://www.nasdaq.com/symbol/ibkcp
ICAD,icad inc.,icad inc.,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/icad
IEP,icahn enterprises l.p.,Icahn Enterprises L.P.,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/iep
ICFI,"icf international, inc.","ICF International, Inc.",Consumer Services,Professional Services,http://www.nasdaq.com/symbol/icfi
ICHR,ichor holdings,Ichor Holdings,Technology,Semiconductors,http://www.nasdaq.com/symbol/ichr
ICLR,icon plc,ICON plc,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/iclr
ICON,"iconix brand group, inc.","Iconix Brand Group, Inc.",Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/icon
ICUI,"icu medical, inc.","ICU Medical, Inc.",Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/icui
IPWR,ideal power inc.,Ideal Power Inc.,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ipwr
INVE,"identiv, inc.","Identiv, Inc.",Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/inve
IDRA,"idera pharmaceuticals, inc.","Idera Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/idra
IDXX,"idexx laboratories, inc.","IDEXX Laboratories, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/idxx
IESC,"ies holdings, inc.","IES Holdings, Inc.",Capital Goods,Engineering & Construction,http://www.nasdaq.com/symbol/iesc
IROQ,"if bancorp, inc.","IF Bancorp, Inc.",Finance,Savings Institutions,http://www.nasdaq.com/symbol/iroq
IFMK,ifresh inc.,iFresh Inc.,Consumer Services,Food Chains,http://www.nasdaq.com/symbol/ifmk
RXDX,"ignyta, inc.","Ignyta, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rxdx
INFO,ihs markit ltd.,IHS Markit Ltd.,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/info
IIVI,ii-vi incorporated,II-VI Incorporated,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/iivi
KANG,"ikang healthcare group, inc.","iKang Healthcare Group, Inc.",Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/kang
IKNX,ikonics corporation,Ikonics Corporation,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/iknx
ILG,"ilg, inc","ILG, Inc",Finance,Real Estate,http://www.nasdaq.com/symbol/ilg
ILMN,"illumina, inc.","Illumina, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/ilmn
ISNS,"image sensing systems, inc.","Image Sensing Systems, Inc.",Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/isns
IMMR,immersion corporation,Immersion Corporation,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/immr
ICCC,immucell corporation,ImmuCell Corporation,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/iccc
IMDZ,immune design corp.,Immune Design Corp.,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imdz
IMNP          ,immune pharmaceuticals inc.,Immune Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imnp
IMGN,"immunogen, inc.","ImmunoGen, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/imgn
IMMU,"immunomedics, inc.","Immunomedics, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/immu
IPXL,"impax laboratories, inc.","Impax Laboratories, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ipxl
IMPV,"imperva, inc.","Imperva, Inc.",Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/impv
PI,"impinj, inc.","Impinj, Inc.",Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/pi
IMMY,"imprimis pharmaceuticals, inc.","Imprimis Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/immy
INCR,"inc research holdings, inc.","INC Research Holdings, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/incr
INCY,incyte corporation,Incyte Corporation,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/incy
INDB,independent bank corp.,Independent Bank Corp.,Finance,Major Banks,http://www.nasdaq.com/symbol/indb
IBCP,independent bank corporation,Independent Bank Corporation,Finance,Major Banks,http://www.nasdaq.com/symbol/ibcp
IBTX,"independent bank group, inc","Independent Bank Group, Inc",Finance,Major Banks,http://www.nasdaq.com/symbol/ibtx
IDSA,"industrial services of america, inc.","Industrial Services of America, Inc.",Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/idsa
INFN,infinera corporation,Infinera Corporation,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/infn
INFI,"infinity pharmaceuticals, inc.","Infinity Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/infi
IPCC,infinity property and casualty corporation,Infinity Property and Casualty Corporation,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ipcc
III,"information services group, inc.","Information Services Group, Inc.",Consumer Services,Professional Services,http://www.nasdaq.com/symbol/iii
IFON,infosonics corp,InfoSonics Corp,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/ifon
IMKTA,"ingles markets, incorporated","Ingles Markets, Incorporated",Consumer Services,Food Chains,http://www.nasdaq.com/symbol/imkta
INWK,"innerworkings, inc.","InnerWorkings, Inc.",Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/inwk
INNL,innocoll holdings,Innocoll Holdings,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/innl
INOD,innodata inc.,Innodata Inc.,Technology,EDP Services,http://www.nasdaq.com/symbol/inod
IPHS,"innophos holdings, inc.","Innophos Holdings, Inc.",Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/iphs
IOSP,innospec inc.,Innospec Inc.,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/iosp
ISSC,"innovative solutions and support, inc.","Innovative Solutions and Support, Inc.",Technology,EDP Services,http://www.nasdaq.com/symbol/issc
INVA,"innoviva, inc.","Innoviva, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/inva
INGN,"inogen, inc","Inogen, Inc",Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/ingn
ITEK,inotek pharmaceuticals corporation,Inotek Pharmaceuticals Corporation,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/itek
INOV,"inovalon holdings, inc.","Inovalon Holdings, Inc.",Technology,EDP Services,http://www.nasdaq.com/symbol/inov
INO,"inovio pharmaceuticals, inc.","Inovio Pharmaceuticals, Inc.",Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ino
INPX,inpixon ,Inpixon ,Technology,EDP Services,http://www.nasdaq.com/symbol/inpx
INSG,inseego corp.,Inseego Corp.,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/insg
NSIT,"insight enterprises, inc.","Insight Enterprises, Inc.",Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/nsit
ISIG,"insignia systems, inc.","Insignia Systems, Inc.",Consumer Services,Advertising,http://www.nasdaq.com/symbol/isig
INSM,"insmed, inc.","Insmed, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/insm
INSE,"inspired entertainment, inc.","Inspired Entertainment, Inc.",Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/inse
INSEW,"inspired entertainment, inc.","Inspired Entertainment, Inc.",Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/insew
IIIN,"insteel industries, inc.","Insteel Industries, Inc.",Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/iiin
PODD,insulet corporation,Insulet Corporation,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/podd
INSY,"insys therapeutics, inc.","Insys Therapeutics, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/insy
NTEC,intec pharma ltd.,Intec Pharma Ltd.,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ntec
IART,integra lifesciences holdings corporation,Integra LifeSciences Holdings Corporation,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/iart
IDTI,"integrated device technology, inc.","Integrated Device Technology, Inc.",Technology,Semiconductors,http://www.nasdaq.com/symbol/idti
INTC,intel corporation,Intel Corporation,Technology,Semiconductors,http://www.nasdaq.com/symbol/intc
NTLA,"intellia therapeutics, inc.","Intellia Therapeutics, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/ntla
IPCI,intellipharmaceutics international inc.,Intellipharmaceutics International Inc.,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ipci
IPAR,"inter parfums, inc.","Inter Parfums, Inc.",Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/ipar
IBKR,"interactive brokers group, inc.","Interactive Brokers Group, Inc.",Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ibkr
ICPT,"intercept pharmaceuticals, inc.","Intercept Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/icpt
IDCC,"interdigital, inc.","InterDigital, Inc.",Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/idcc
TILE,"interface, inc.","Interface, Inc.",Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/tile
LINK,"interlink electronics, inc.","Interlink Electronics, Inc.",Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/link
IMI,"intermolecular, inc.","Intermolecular, Inc.",Technology,Semiconductors,http://www.nasdaq.com/symbol/imi
INAP,internap corporation,Internap Corporation,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/inap
IBOC,international bancshares corporation,International Bancshares Corporation,Finance,Major Banks,http://www.nasdaq.com/symbol/iboc
ISCA,international speedway corporation,International Speedway Corporation,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/isca
IGLD,internet gold golden lines ltd.,Internet Gold Golden Lines Ltd.,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/igld
IIJI,"internet initiative japan, inc.","Internet Initiative Japan, Inc.",Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/iiji
IDXG,"interpace diagnostics group, inc.","Interpace Diagnostics Group, Inc.",Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/idxg
XENT,"intersect ent, inc.","Intersect ENT, Inc.",Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/xent
INTX,"intersections, inc.","Intersections, Inc.",Technology,EDP Services,http://www.nasdaq.com/symbol/intx
IVAC,"intevac, inc.","Intevac, Inc.",Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ivac
INTL,intl fcstone inc.,INTL FCStone Inc.,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/intl
ITCI,intra-cellular therapies inc.,Intra-Cellular Therapies Inc.,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/itci
IIN,intricon corporation,IntriCon Corporation,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/iin
INTU,intuit inc.,Intuit Inc.,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/intu
ISRG,"intuitive surgical, inc.","Intuitive Surgical, Inc.",Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/isrg
INVT,"inventergy global, inc.","Inventergy Global, Inc.",Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/invt
SNAK,"inventure foods, inc.","Inventure Foods, Inc.",Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/snak
ISTR,investar holding corporation,Investar Holding Corporation,Finance,Major Banks,http://www.nasdaq.com/symbol/istr
ISBC,"investors bancorp, inc.","Investors Bancorp, Inc.",Finance,Major Banks,http://www.nasdaq.com/symbol/isbc
ITIC,investors title company,Investors Title Company,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/itic
